EB01-029|Trigger	OK	Shanks [ST08-005] (10000) attacks Monkey.D.Luffy [ST01-001] (5000). | South has no available Blocker — block step skipped. | South passes counters. | South takes 1 damage. | South reveals and activates Sorry. I'm a Goner. [EB01-029]'s [Trigger]. | Choose a Character (cost ≤ 8) to return to its owner's hand (Sorry. I'm a Goner. [EB01-029]). | That is not a valid return-to-hand target. | That is not a valid return-to-hand target. | That is not a valid return-to-hand target. | Choose a Character (cost ≤ 8) to return to its owner's hand (Sorry. I'm a Goner. [EB01-029]). | Choose a Character (cost ≤ 8) to return to its owner's hand (Sorry. I'm a Goner. [EB01-029]). | Choose a Character (cost ≤ 8) to return to its owner's hand (Sorry. I'm a Goner. [EB01-029]). | Choose a Character (cost ≤ 8) to return to its owner's hand (Sorry. I'm a Goner. [EB01-029]). | Choose a Character (cost ≤ 8) to return to its owner's hand (Sorry. I'm a Goner. [EB01-029]). | Choose a Character (cost ≤ 8) to return to its owner's hand (Sorry. I'm a Goner. [EB01-029]). | Sorry. I'm a Goner. [EB01-029] effect skipped. || S[h1 b0 t2 d50 L4 don10] N[h0 b1 t0 d50 L0]
EB01-030|ActivateMain	OK	Loguetown [EB01-030] [Activate: Main] effect is pending. | South draws a card. | South draws a card. | Loguetown [EB01-030] draws 2 card(s). || S[h3 b0 t1 d48 L4 don10] N[h0 b1 t0 d50 L0]
EB01-030|Trigger	OK	Shanks [ST08-005] (10000) attacks Monkey.D.Luffy [ST01-001] (5000). | South has no available Blocker — block step skipped. | South passes counters. | South takes 1 damage. | South reveals and activates Loguetown [EB01-030]'s [Trigger]. | Loguetown [EB01-030] Trigger needs manual resolution: [Trigger] Play this card. || S[h2 b0 t1 d50 L4 don10] N[h0 b1 t0 d50 L0]
EB01-031|OnPlay	OK	South plays Kalifa [EB01-031]. | Kalifa [EB01-031] [On Play] effect is pending. | Click 1 of your DON!! to return for Kalifa [EB01-031] (active or rested — your choice). | South returns 1 rested DON!! to the DON!! deck. | Kalifa [EB01-031]: condition not met — effect skipped. || S[h1 b1 t1 d50 L4 don9] N[h0 b1 t0 d50 L0]
EB01-033|OnPlay	OK	South plays Blueno [EB01-033]. | Blueno [EB01-033] [On Play] effect is pending. | Click 1 of your DON!! to return for Blueno [EB01-033] (active or rested — your choice). | South returns 1 rested DON!! to the DON!! deck. | Blueno [EB01-033]: condition not met — effect skipped. || S[h1 b1 t1 d50 L4 don9] N[h0 b1 t0 d50 L0]
EB01-034|OnOpponentAttack	OK	Shanks [ST08-005] (10000) attacks Monkey.D.Luffy [ST01-001] (5000). | Ms. Wednesday [EB01-034] [On Your Opponent's Attack] effect is pending. | South returns 1 DON!! to the DON!! deck. | Ms. Wednesday [EB01-034]: condition not met — effect skipped. || S[h1 b1 t1 d50 L4 don9] N[h0 b1 t0 d50 L0]
EB01-035|OnPlay	OK	South plays Ms. Monday [EB01-035]. | Ms. Monday [EB01-035] [On Play] effect is pending. | Ms. Monday [EB01-035]: condition not met — effect skipped. || S[h1 b1 t1 d50 L4 don10] N[h0 b1 t0 d50 L0]
EB01-035|Trigger	OK	Shanks [ST08-005] (10000) attacks Monkey.D.Luffy [ST01-001] (5000). | South has no available Blocker — block step skipped. | South passes counters. | South takes 1 damage. | South reveals and activates Ms. Monday [EB01-035]'s [Trigger]. | South returns 1 DON!! to the DON!! deck. | Ms. Monday [EB01-035] Trigger plays this card to the field. | Ms. Monday [EB01-035] [On Play] effect is pending. | Ms. Monday [EB01-035]: condition not met — effect skipped. || S[h1 b1 t1 d50 L4 don9] N[h0 b1 t0 d50 L0]
EB01-036|OnKo	OK	Minochihuahua [EB01-036] goes to trash. | Minochihuahua [EB01-036] [On KO] effect is pending. | Minochihuahua [EB01-036]: condition not met — effect skipped. | Minochihuahua [EB01-036] [On K.O.] effect triggers. || S[h1 b0 t2 d50 L4 don10] N[h0 b1 t0 d50 L0]
EB01-037|OnOpponentAttack	OK	Shanks [ST08-005] (10000) attacks Monkey.D.Luffy [ST01-001] (5000). | Mr. 9 [EB01-037] [On Your Opponent's Attack] effect is pending. | South has no available Blocker — block step skipped. | South returns 1 DON!! to the DON!! deck. | Choose up to 1 opponent Character(s) to remove (Mr. 9 [EB01-037]), or skip. | Choose up to 1 opponent Character(s) to remove (Mr. 9 [EB01-037]), or skip. | That is not a valid removal target. | That is not a valid removal target. | That is not a valid removal target. | That is not a valid removal target. | Choose up to 1 opponent Character(s) to remove (Mr. 9 [EB01-037]), or skip. | Choose up to 1 opponent Character(s) to remove (Mr. 9 [EB01-037]), or skip. | Choose up to 1 opponent Character(s) to remove (Mr. 9 [EB01-037]), or skip. | Choose up to 1 opponent Character(s) to remove (Mr. 9 [EB01-037]), or skip. | Choose up to 1 opponent Character(s) to remove (Mr. 9 [EB01-037]), or skip. | Mr. 9 [EB01-037] effect skipped. || S[h1 b1 t1 d50 L4 don9] N[h0 b1 t0 d50 L0]
EB01-038|PlayCounter	OK	Shanks [ST08-005] (10000) attacks Monkey.D.Luffy [ST01-001] (5000). | South has no available Blocker — block step skipped. | Oh Come My Way [EB01-038] has no usable counter value. || S[h2 b0 t1 d50 L4 don10] N[h0 b1 t0 d50 L0]
EB01-038|Trigger	OK	Shanks [ST08-005] (10000) attacks Monkey.D.Luffy [ST01-001] (5000). | South has no available Blocker — block step skipped. | South passes counters. | South takes 1 damage. | South reveals and activates Oh Come My Way [EB01-038]'s [Trigger]. | South returns 1 DON!! to the DON!! deck. | South draws a card. | South draws a card. | Oh Come My Way [EB01-038] draws 2 card(s). || S[h3 b0 t2 d48 L4 don9] N[h0 b1 t0 d50 L0]
EB01-039|PlayEvent	OK	South plays Conquerer of Three Worlds Ragnaraku [EB01-039]. | Conquerer of Three Worlds Ragnaraku [EB01-039] [Main] effect is pending. | Click 1 of your DON!! to return for Conquerer of Three Worlds Ragnaraku [EB01-039] (active or rested — your choice). | South returns 1 rested DON!! to the DON!! deck. | Choose up to 1 opponent Character(s) to remove (Conquerer of Three Worlds Ragnaraku [EB01-039]), or skip. | Choose up to 1 opponent Character(s) to remove (Conquerer of Three Worlds Ragnaraku [EB01-039]), or skip. | Choose up to 1 opponent Character(s) to remove (Conquerer of Three Worlds Ragnaraku [EB01-039]), or skip. | Conquerer of Three Worlds Ragnaraku [EB01-039] effect skipped. || S[h1 b0 t2 d50 L4 don9] N[h0 b1 t0 d50 L0]
EB01-039|Trigger	OK	Shanks [ST08-005] (10000) attacks Monkey.D.Luffy [ST01-001] (5000). | South has no available Blocker — block step skipped. | South passes counters. | South takes 1 damage. | South reveals and activates Conquerer of Three Worlds Ragnaraku [EB01-039]'s [Trigger]. | Conquerer of Three Worlds Ragnaraku [EB01-039]: the DON!! deck is empty. || S[h1 b0 t2 d50 L4 don10] N[h0 b1 t0 d50 L0]
EB01-040|ActivateMain	OK	Kyros [EB01-040] [Activate: Main] effect is pending. | Turned 1 Life card(s) face-up (cost). | Kyros [EB01-040] [Activate: Main] effect is pending. | Choose up to 1 opponent Character(s) to remove (Kyros [EB01-040]), or skip. | Choose up to 1 opponent Character(s) to remove (Kyros [EB01-040]), or skip. | That is not a valid removal target. | That is not a valid removal target. | That is not a valid removal target. | Choose up to 1 opponent Character(s) to remove (Kyros [EB01-040]), or skip. | Choose up to 1 opponent Character(s) to remove (Kyros [EB01-040]), or skip. | Choose up to 1 opponent Character(s) to remove (Kyros [EB01-040]), or skip. | Choose up to 1 opponent Character(s) to remove (Kyros [EB01-040]), or skip. | Choose up to 1 opponent Character(s) to remove (Kyros [EB01-040]), or skip. | Kyros [EB01-040] effect skipped. || S[h1 b0 t1 d50 L4 don10] N[h0 b1 t0 d50 L0]
EB01-042|ActivateMain	OK	Scarlet [EB01-042] [Activate: Main] effect is pending. | Scarlet [EB01-042] goes to trash. | Scarlet [EB01-042] [Activate: Main] effect is pending. | Click a card in your hand to play for Scarlet [EB01-042], or skip. | Click a card in your hand to play for Scarlet [EB01-042], or skip. | That card is not in your hand. | That card is not in your hand. | That card is not in your hand. | Tony Tony.Chopper [ST01-006] does not match the required type for Scarlet [EB01-042]. | That card is not in your hand. | That card is not in your hand. | That card is not in your hand. | That card is not in your hand. | That card is not in your hand. | Scarlet [EB01-042] effect skipped. || S[h1 b0 t2 d50 L4 don10] N[h0 b1 t0 d50 L0]
EB01-043|OnPlay	OK	South plays Spandine [EB01-043]. | Spandine [EB01-043] [On Play] effect is pending. | Click a card in your trash to place at the bottom of your deck for Spandine [EB01-043], or skip. | That card is not in your trash. | That card is not in your trash. | That card is not in your trash. | That card is not in your trash. | That card is not in your trash. | Spandine [EB01-043] cost: Tony Tony.Chopper [ST01-006] placed at the bottom of the deck. | Spandine [EB01-043] [On Play] effect is pending. | Click a card in your trash to play for Spandine [EB01-043], or skip. | Click a card in your trash to play for Spandine [EB01-043], or skip. | That card is not in your trash. | That card is not in your trash. | That card is not in your trash. | That card is not in your trash. | That card is not in your trash. | That card is not in your trash. | That card is not in your trash. | That card is not in your trash. | Spandine [EB01-043] effect skipped. || S[h1 b1 t0 d51 L4 don10] N[h0 b1 t0 d50 L0]
EB01-044|ActivateMain	OK	Funkfreed [EB01-044] [Activate: Main] effect is pending. | Funkfreed [EB01-044] rests (cost). | Funkfreed [EB01-044] [Activate: Main] effect is pending. | Choose a Character for +3000 power (Funkfreed [EB01-044]). | Choose a Character for +3000 power (Funkfreed [EB01-044]). | That is not a valid power-buff target. | That is not a valid power-buff target. | Funkfreed [EB01-044] gives Funkfreed [EB01-044] +3000 power this turn. || S[h1 b1 t1 d50 L4 don10] N[h0 b1 t0 d50 L0]
EB01-045|OnPlay	OK	South plays Brook [EB01-045]. | Brook [EB01-045] [On Play] effect is pending. | Brook [EB01-045]: condition not met — effect skipped. || S[h1 b1 t1 d50 L4 don10] N[h0 b1 t0 d50 L0]
EB01-046|OnPlay	OK	South plays Brook [EB01-046]. | Brook [EB01-046] [On Play] effect is pending. | Choose an opponent's Character to give -1 cost (Brook [EB01-046]). | Choose an opponent's Character to give -1 cost (Brook [EB01-046]). | That is not a valid cost-reduction target. | Brook [EB01-046] gives Tony Tony.Chopper [ST01-006] -1 cost this turn (now 0). | Brook [EB01-046] [On Play] effect is pending. | Choose up to 1 opponent Character(s) to remove (Brook [EB01-046]), or skip. | Choose up to 1 opponent Character(s) to remove (Brook [EB01-046]), or skip. | That is not a valid removal target. | Tony Tony.Chopper [ST01-006] goes to trash. | Brook [EB01-046] K.O.s Tony Tony.Chopper [ST01-006]. || S[h1 b1 t1 d50 L4 don10] N[h0 b0 t1 d50 L0]
EB01-046|WhenAttacking	OK	Brook [EB01-046] (4000) attacks Monkey.D.Luffy [ST01-001] (5000). | Brook [EB01-046] [When Attacking] effect is pending. | Choose an opponent's Character to give -1 cost (Brook [EB01-046]). | That is not a valid cost-reduction target. | Brook [EB01-046] gives Tony Tony.Chopper [ST01-006] -1 cost this turn (now 0). | Brook [EB01-046] [When Attacking] effect is pending. | Choose up to 1 opponent Character(s) to remove (Brook [EB01-046]), or skip. | Choose up to 1 opponent Character(s) to remove (Brook [EB01-046]), or skip. | That is not a valid removal target. | Tony Tony.Chopper [ST01-006] goes to trash. | Brook [EB01-046] K.O.s Tony Tony.Chopper [ST01-006]. || S[h1 b1 t1 d50 L4 don10] N[h0 b0 t1 d50 L0]
EB01-048|ActivateMain	OK	Laboon [EB01-048] [Activate: Main] effect is pending. | Laboon [EB01-048] rests (cost). | Laboon [EB01-048] [Activate: Main] effect is pending. | Choose an opponent's Character to give -4 cost (Laboon [EB01-048]). | Choose an opponent's Character to give -4 cost (Laboon [EB01-048]). | That is not a valid cost-reduction target. | Laboon [EB01-048] gives Tony Tony.Chopper [ST01-006] -4 cost this turn (now 0). || S[h1 b1 t1 d50 L4 don10] N[h0 b1 t0 d50 L0]
EB01-049|OnPlay	OK	South plays T-Bone [EB01-049]. | T-Bone [EB01-049] [On Play] effect is pending. | Choose up to 1 opponent Character(s) to remove (T-Bone [EB01-049]), or skip. | Choose up to 1 opponent Character(s) to remove (T-Bone [EB01-049]), or skip. | That is not a valid removal target. | Tony Tony.Chopper [ST01-006] goes to trash. | T-Bone [EB01-049] K.O.s Tony Tony.Chopper [ST01-006]. || S[h1 b1 t1 d50 L4 don10] N[h0 b0 t1 d50 L0]
EB01-050|PlayCounter	OK	Shanks [ST08-005] (10000) attacks Monkey.D.Luffy [ST01-001] (5000). | South has no available Blocker — block step skipped. | ...I Want to Live!! [EB01-050] has no usable counter value. || S[h2 b0 t1 d50 L4 don10] N[h0 b1 t0 d50 L0]
EB01-051|PlayEvent	OK	South plays Finger Pistol [EB01-051]. | Finger Pistol [EB01-051] [Main] effect is pending. | Finger Pistol [EB01-051] trashes 2 card(s) from the top of the deck. || S[h1 b0 t4 d48 L4 don10] N[h0 b1 t0 d50 L0]
EB01-051|Trigger	OK	Shanks [ST08-005] (10000) attacks Monkey.D.Luffy [ST01-001] (5000). | South has no available Blocker — block step skipped. | South passes counters. | South takes 1 damage. | South reveals and activates Finger Pistol [EB01-051]'s [Trigger]. | Finger Pistol [EB01-051] Trigger activates its Main effect. | Finger Pistol [EB01-051] trashes 2 card(s) from the top of the deck. || S[h1 b0 t4 d48 L4 don10] N[h0 b1 t0 d50 L0]
EB01-052|OnPlay	OK	South plays Viola [EB01-052]. | Viola [EB01-052] [On Play] effect is pending. | Viola [EB01-052]: Choose one effect pending. | Viola [EB01-052] [On Play] effect is pending. | Viola [EB01-052]: Life (top→bottom) — (no Life). Order kept. | Chose: Look at all of your opponent's Life cards and place them back in their Life area in any order. || S[h1 b1 t1 d50 L4 don10] N[h0 b1 t0 d50 L0]
EB01-053|OnPlay	OK	South plays Gastino [EB01-053]. | Gastino [EB01-053] [On Play] effect is pending. | Choose up to 1 Character(s) to add to Life (Gastino [EB01-053]), or skip. | Choose up to 1 Character(s) to add to Life (Gastino [EB01-053]), or skip. | That is not a valid target. | Gastino [EB01-053]: Tony Tony.Chopper [ST01-006] is added to the top of the opponent's Life. || S[h1 b1 t1 d50 L4 don10] N[h0 b0 t0 d50 L1]
EB01-053|Trigger	OK	Shanks [ST08-005] (10000) attacks Monkey.D.Luffy [ST01-001] (5000). | South has no available Blocker — block step skipped. | South passes counters. | South takes 1 damage. | South reveals and activates Gastino [EB01-053]'s [Trigger]. | Choose an opponent's Leader or Character to give -3000 power (Gastino [EB01-053]), or skip. | Choose an opponent's Leader or Character to give -3000 power (Gastino [EB01-053]), or skip. | Gastino [EB01-053] gives Monkey.D.Luffy [ST01-001] -3000 power this turn. | You may choose 1 more target(s), or skip. | Choose an opponent's Leader or Character to give -3000 power (Gastino [EB01-053]), or skip. | Gastino [EB01-053] gives Monkey.D.Luffy [ST01-001] -3000 power this turn. || S[h2 b0 t1 d50 L4 don10] N[h0 b1 t0 d50 L0]
EB01-054|OnPlay	OK	South plays Gan.Fall [EB01-054]. | Gan.Fall [EB01-054] [On Play] effect is pending. | Choose up to 1 opponent Character(s) to remove (Gan.Fall [EB01-054]), or skip. | Choose up to 1 opponent Character(s) to remove (Gan.Fall [EB01-054]), or skip. | That is not a valid removal target. | Tony Tony.Chopper [ST01-006] goes to trash. | Gan.Fall [EB01-054] K.O.s Tony Tony.Chopper [ST01-006]. || S[h1 b1 t1 d50 L4 don10] N[h0 b0 t1 d50 L0]
